,Position,Track Name,Artist,Streams,URL,0,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
10,11.0,HANABI,Mr.Children,37696.0,https://open.spotify.com/track/77lmDcPPyY6kK907gdgC6i,,0.156,https://api.spotify.com/v1/audio-analysis/77lmDcPPyY6kK907gdgC6i,0.638,342773.0,0.766,77lmDcPPyY6kK907gdgC6i,0.0,1.0,0.124,-5.541,1.0,0.0268,112.0,4.0,https://api.spotify.com/v1/tracks/77lmDcPPyY6kK907gdgC6i,audio_features,spotify:track:77lmDcPPyY6kK907gdgC6i,0.595
11,12.0,I Don't Care (with Justin Bieber),Ed Sheeran,36325.0,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns,,0.0912,https://api.spotify.com/v1/audio-analysis/3HVWdVOQ0ZA45FuZGSfvns,0.798,219947.0,0.675,3HVWdVOQ0ZA45FuZGSfvns,0.0,6.0,0.0894,-5.041,1.0,0.0442,101.956,4.0,https://api.spotify.com/v1/tracks/3HVWdVOQ0ZA45FuZGSfvns,audio_features,spotify:track:3HVWdVOQ0ZA45FuZGSfvns,0.842
12,13.0,高嶺の花子さん,back number,35787.0,https://open.spotify.com/track/2jdbZGFp8KVTuk0YxDNL4l,,0.066,https://api.spotify.com/v1/audio-analysis/2jdbZGFp8KVTuk0YxDNL4l,0.54,294813.0,0.923,2jdbZGFp8KVTuk0YxDNL4l,0.0,9.0,0.124,-2.838,1.0,0.0623,137.977,4.0,https://api.spotify.com/v1/tracks/2jdbZGFp8KVTuk0YxDNL4l,audio_features,spotify:track:2jdbZGFp8KVTuk0YxDNL4l,0.343
13,14.0,青と夏,Mrs. GREEN APPLE,35362.0,https://open.spotify.com/track/0a3587n25Xhw098UeEbeJq,,0.00184,https://api.spotify.com/v1/audio-analysis/0a3587n25Xhw098UeEbeJq,0.31,270507.0,0.887,0a3587n25Xhw098UeEbeJq,0.0,4.0,0.291,-1.654,1.0,0.0463,184.91,4.0,https://api.spotify.com/v1/tracks/0a3587n25Xhw098UeEbeJq,audio_features,spotify:track:0a3587n25Xhw098UeEbeJq,0.745
14,15.0,ワタリドリ,[ALEXANDROS],35065.0,https://open.spotify.com/track/0ve9Tpz8Yw0I4eXhWsy21o,,0.00141,https://api.spotify.com/v1/audio-analysis/0ve9Tpz8Yw0I4eXhWsy21o,0.508,248707.0,0.964,0ve9Tpz8Yw0I4eXhWsy21o,0.0,9.0,0.197,-4.077,1.0,0.0831,134.982,4.0,https://api.spotify.com/v1/tracks/0ve9Tpz8Yw0I4eXhWsy21o,audio_features,spotify:track:0ve9Tpz8Yw0I4eXhWsy21o,0.609
15,16.0,打上花火,DAOKO×米津玄師,34643.0,https://open.spotify.com/track/4IouQaO9GkaHC7AtMErdSa,,0.288,https://api.spotify.com/v1/audio-analysis/4IouQaO9GkaHC7AtMErdSa,0.625,289578.0,0.668,4IouQaO9GkaHC7AtMErdSa,0.0,6.0,0.107,-4.315,1.0,0.0249,95.968,4.0,https://api.spotify.com/v1/tracks/4IouQaO9GkaHC7AtMErdSa,audio_features,spotify:track:4IouQaO9GkaHC7AtMErdSa,0.292
16,17.0,Lights,BTS,33915.0,https://open.spotify.com/track/44vXWYTcdrejrIQZEoHzl8,,0.112,https://api.spotify.com/v1/audio-analysis/44vXWYTcdrejrIQZEoHzl8,0.625,292773.0,0.663,44vXWYTcdrejrIQZEoHzl8,0.0,5.0,0.105,-5.115,1.0,0.0302,98.998,4.0,https://api.spotify.com/v1/tracks/44vXWYTcdrejrIQZEoHzl8,audio_features,spotify:track:44vXWYTcdrejrIQZEoHzl8,0.398
17,18.0,366日,HY,33882.0,https://open.spotify.com/track/22aZD7yaGYfhgCYazL4nbc,,0.675,https://api.spotify.com/v1/audio-analysis/22aZD7yaGYfhgCYazL4nbc,0.378,352507.0,0.426,22aZD7yaGYfhgCYazL4nbc,0.0,8.0,0.207,-7.314,1.0,0.0308,152.03,4.0,https://api.spotify.com/v1/tracks/22aZD7yaGYfhgCYazL4nbc,audio_features,spotify:track:22aZD7yaGYfhgCYazL4nbc,0.184
18,19.0,Señorita,Shawn Mendes,33776.0,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik,,0.037,https://api.spotify.com/v1/audio-analysis/0TK2YIli7K1leLovkQiNik,0.759,190960.0,0.54,0TK2YIli7K1leLovkQiNik,0.0,9.0,0.0945,-6.039,0.0,0.0287,116.947,4.0,https://api.spotify.com/v1/tracks/0TK2YIli7K1leLovkQiNik,audio_features,spotify:track:0TK2YIli7K1leLovkQiNik,0.75
19,20.0,忘れられないの,Sakanaction,32907.0,https://open.spotify.com/track/7a3LbQFgp7NCuNcGlTgSsN,,0.35,https://api.spotify.com/v1/audio-analysis/7a3LbQFgp7NCuNcGlTgSsN,0.642,238000.0,0.645,7a3LbQFgp7NCuNcGlTgSsN,0.00349,6.0,0.191,-7.358,0.0,0.0375,172.1,4.0,https://api.spotify.com/v1/tracks/7a3LbQFgp7NCuNcGlTgSsN,audio_features,spotify:track:7a3LbQFgp7NCuNcGlTgSsN,0.917
20,21.0,ハッピーエンド,back number,31924.0,https://open.spotify.com/track/0ssEfLe9aqPhMmLXKqBw6J,,0.047,https://api.spotify.com/v1/audio-analysis/0ssEfLe9aqPhMmLXKqBw6J,0.359,314147.0,0.648,0ssEfLe9aqPhMmLXKqBw6J,2.43e-06,6.0,0.16,-3.36,0.0,0.0373,78.308,4.0,https://api.spotify.com/v1/tracks/0ssEfLe9aqPhMmLXKqBw6J,audio_features,spotify:track:0ssEfLe9aqPhMmLXKqBw6J,0.336
21,22.0,クリスマスソング,back number,31738.0,https://open.spotify.com/track/5P8ZvBQoCrujjNcLAxO3Su,,0.128,https://api.spotify.com/v1/audio-analysis/5P8ZvBQoCrujjNcLAxO3Su,0.404,340080.0,0.705,5P8ZvBQoCrujjNcLAxO3Su,0.0,4.0,0.123,-3.324,1.0,0.0315,154.02,4.0,https://api.spotify.com/v1/tracks/5P8ZvBQoCrujjNcLAxO3Su,audio_features,spotify:track:5P8ZvBQoCrujjNcLAxO3Su,0.42
22,23.0,Stand By You,Official HIGE DANdism,31599.0,https://open.spotify.com/track/0XvOvUbvflmXxU8yqnF8Cp,,0.00423,https://api.spotify.com/v1/audio-analysis/0XvOvUbvflmXxU8yqnF8Cp,0.593,256344.0,0.849,0XvOvUbvflmXxU8yqnF8Cp,0.0,1.0,0.229,-4.833,1.0,0.0439,154.074,4.0,https://api.spotify.com/v1/tracks/0XvOvUbvflmXxU8yqnF8Cp,audio_features,spotify:track:0XvOvUbvflmXxU8yqnF8Cp,0.541
23,24.0,Boy With Luv (feat. Halsey),BTS,31272.0,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,,0.0923,https://api.spotify.com/v1/audio-analysis/5KawlOMHjWeUjQtnuRs22c,0.645,229773.0,0.862,5KawlOMHjWeUjQtnuRs22c,0.0,11.0,0.192,-4.757,0.0,0.0965,119.991,4.0,https://api.spotify.com/v1/tracks/5KawlOMHjWeUjQtnuRs22c,audio_features,spotify:track:5KawlOMHjWeUjQtnuRs22c,0.798
24,25.0,愛をこめて花束を,Superfly,31052.0,https://open.spotify.com/track/7CmWXD3w1xOO53AAO4LRVQ,,0.151,https://api.spotify.com/v1/audio-analysis/7CmWXD3w1xOO53AAO4LRVQ,0.37,295600.0,0.8,7CmWXD3w1xOO53AAO4LRVQ,3.33e-06,7.0,0.089,-3.403,1.0,0.0436,161.934,4.0,https://api.spotify.com/v1/tracks/7CmWXD3w1xOO53AAO4LRVQ,audio_features,spotify:track:7CmWXD3w1xOO53AAO4LRVQ,0.451
25,26.0,bad guy,Billie Eilish,31000.0,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,,0.328,https://api.spotify.com/v1/audio-analysis/2Fxmhks0bxGSBdJ92vM42m,0.701,194088.0,0.425,2Fxmhks0bxGSBdJ92vM42m,0.13,7.0,0.1,-10.965,1.0,0.375,135.128,4.0,https://api.spotify.com/v1/tracks/2Fxmhks0bxGSBdJ92vM42m,audio_features,spotify:track:2Fxmhks0bxGSBdJ92vM42m,0.562
26,27.0,愛を伝えたいだとか,Aimyon,30812.0,https://open.spotify.com/track/0N8Xztr4pBHJ7V0moJWhbO,,0.0345,https://api.spotify.com/v1/audio-analysis/0N8Xztr4pBHJ7V0moJWhbO,0.673,235241.0,0.85,0N8Xztr4pBHJ7V0moJWhbO,1.14e-05,2.0,0.0943,-5.021,1.0,0.0337,100.008,4.0,https://api.spotify.com/v1/tracks/0N8Xztr4pBHJ7V0moJWhbO,audio_features,spotify:track:0N8Xztr4pBHJ7V0moJWhbO,0.793
27,28.0,Beautiful People (feat. Khalid),Ed Sheeran,30504.0,https://open.spotify.com/track/4evmHXcjt3bTUHD1cvny97,,0.124,https://api.spotify.com/v1/audio-analysis/4evmHXcjt3bTUHD1cvny97,0.64,197867.0,0.648,4evmHXcjt3bTUHD1cvny97,0.0,5.0,0.0802,-8.113,0.0,0.187,92.977,4.0,https://api.spotify.com/v1/tracks/4evmHXcjt3bTUHD1cvny97,audio_features,spotify:track:4evmHXcjt3bTUHD1cvny97,0.548
28,29.0,愛唄,GReeeeN,30376.0,https://open.spotify.com/track/7iXHLtPosbHvglVSJ4rxLq,,0.0839,https://api.spotify.com/v1/audio-analysis/7iXHLtPosbHvglVSJ4rxLq,0.505,236253.0,0.791,7iXHLtPosbHvglVSJ4rxLq,0.0,8.0,0.187,-3.729,1.0,0.0308,169.964,4.0,https://api.spotify.com/v1/tracks/7iXHLtPosbHvglVSJ4rxLq,audio_features,spotify:track:7iXHLtPosbHvglVSJ4rxLq,0.425
29,30.0,新宝島,Sakanaction,29880.0,https://open.spotify.com/track/6ODZT1FGTE2q4two05giS1,,0.00118,https://api.spotify.com/v1/audio-analysis/6ODZT1FGTE2q4two05giS1,0.557,302493.0,0.917,6ODZT1FGTE2q4two05giS1,0.00914,7.0,0.419,-3.426,0.0,0.0757,158.0,4.0,https://api.spotify.com/v1/tracks/6ODZT1FGTE2q4two05giS1,audio_features,spotify:track:6ODZT1FGTE2q4two05giS1,0.653
30,31.0,Wasted Nights,ONE OK ROCK,29590.0,https://open.spotify.com/track/39LyUQIy7idLxPdsjyZsxe,,0.0156,https://api.spotify.com/v1/audio-analysis/39LyUQIy7idLxPdsjyZsxe,0.556,224747.0,0.833,39LyUQIy7idLxPdsjyZsxe,0.0,5.0,0.0659,-5.29,1.0,0.0402,125.07,4.0,https://api.spotify.com/v1/tracks/39LyUQIy7idLxPdsjyZsxe,audio_features,spotify:track:39LyUQIy7idLxPdsjyZsxe,0.374
31,32.0,Shape of You,Ed Sheeran,29181.0,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,,0.581,https://api.spotify.com/v1/audio-analysis/7qiZfU4dY1lWllzX7mPBI3,0.825,233713.0,0.652,7qiZfU4dY1lWllzX7mPBI3,0.0,1.0,0.0931,-3.183,0.0,0.0802,95.977,4.0,https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3,audio_features,spotify:track:7qiZfU4dY1lWllzX7mPBI3,0.931
32,33.0,トリコ,Nissy,28863.0,https://open.spotify.com/track/7H5uStZMOGpcVw7eW0eyTi,,0.0851,https://api.spotify.com/v1/audio-analysis/7H5uStZMOGpcVw7eW0eyTi,0.63,232440.0,0.8,7H5uStZMOGpcVw7eW0eyTi,0.0,2.0,0.0618,-3.427,1.0,0.036,90.02,4.0,https://api.spotify.com/v1/tracks/7H5uStZMOGpcVw7eW0eyTi,audio_features,spotify:track:7H5uStZMOGpcVw7eW0eyTi,0.717
33,34.0,Wherever you are,ONE OK ROCK,28447.0,https://open.spotify.com/track/7a7EIFzJLd7lcDRgThMQgm,,0.0286,https://api.spotify.com/v1/audio-analysis/7a7EIFzJLd7lcDRgThMQgm,0.379,295600.0,0.69,7a7EIFzJLd7lcDRgThMQgm,0.0,4.0,0.335,-4.79,1.0,0.0549,173.716,4.0,https://api.spotify.com/v1/tracks/7a7EIFzJLd7lcDRgThMQgm,audio_features,spotify:track:7a7EIFzJLd7lcDRgThMQgm,0.288
34,35.0,奏(かなで),Sukima Switch,28407.0,https://open.spotify.com/track/5RbMlPFL4gVyEHW2lEOuzG,,0.553,https://api.spotify.com/v1/audio-analysis/5RbMlPFL4gVyEHW2lEOuzG,0.519,328627.0,0.666,5RbMlPFL4gVyEHW2lEOuzG,0.000169,10.0,0.0948,-6.163,1.0,0.0262,149.839,4.0,https://api.spotify.com/v1/tracks/5RbMlPFL4gVyEHW2lEOuzG,audio_features,spotify:track:5RbMlPFL4gVyEHW2lEOuzG,0.461
35,36.0,鱗(うろこ),Motohiro Hata,27097.0,https://open.spotify.com/track/4IubwxgmXeZtDtYjTaT9gN,,0.074,https://api.spotify.com/v1/audio-analysis/4IubwxgmXeZtDtYjTaT9gN,0.442,324053.0,0.748,4IubwxgmXeZtDtYjTaT9gN,0.0,6.0,0.1,-5.448,1.0,0.0302,89.956,4.0,https://api.spotify.com/v1/tracks/4IubwxgmXeZtDtYjTaT9gN,audio_features,spotify:track:4IubwxgmXeZtDtYjTaT9gN,0.493
36,37.0,If I Can't Have You,Shawn Mendes,26528.0,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz,,0.524,https://api.spotify.com/v1/audio-analysis/6LsAAHotRLMOHfCsSfYCsz,0.692,190800.0,0.809,6LsAAHotRLMOHfCsSfYCsz,0.0,2.0,0.147,-4.198,1.0,0.0602,123.911,4.0,https://api.spotify.com/v1/tracks/6LsAAHotRLMOHfCsSfYCsz,audio_features,spotify:track:6LsAAHotRLMOHfCsSfYCsz,0.864
37,38.0,ロマンチシズム,Mrs. GREEN APPLE,26000.0,https://open.spotify.com/track/7BwkDMUfGl0yttRXS13SAO,,0.00505,https://api.spotify.com/v1/audio-analysis/7BwkDMUfGl0yttRXS13SAO,0.606,213747.0,0.881,7BwkDMUfGl0yttRXS13SAO,0.0,10.0,0.0412,-3.141,1.0,0.0647,125.479,4.0,https://api.spotify.com/v1/tracks/7BwkDMUfGl0yttRXS13SAO,audio_features,spotify:track:7BwkDMUfGl0yttRXS13SAO,0.886
38,39.0,ただ君に晴れ,ヨルシカ,25832.0,https://open.spotify.com/track/3wJHCry960drNlAUGrJLmz,,0.343,https://api.spotify.com/v1/audio-analysis/3wJHCry960drNlAUGrJLmz,0.679,198971.0,0.834,3wJHCry960drNlAUGrJLmz,5.74e-06,5.0,0.119,-3.223,1.0,0.032,139.996,4.0,https://api.spotify.com/v1/tracks/3wJHCry960drNlAUGrJLmz,audio_features,spotify:track:3wJHCry960drNlAUGrJLmz,0.962
39,40.0,恋音と雨空,AAA,25714.0,https://open.spotify.com/track/46gSY0U7ZZCmd7EuJuo15N,,0.0512,https://api.spotify.com/v1/audio-analysis/46gSY0U7ZZCmd7EuJuo15N,0.625,316187.0,0.86,46gSY0U7ZZCmd7EuJuo15N,0.0,1.0,0.408,-4.456,1.0,0.0314,129.064,4.0,https://api.spotify.com/v1/tracks/46gSY0U7ZZCmd7EuJuo15N,audio_features,spotify:track:46gSY0U7ZZCmd7EuJuo15N,0.533
40,41.0,貴方解剖純愛歌〜死ね〜,Aimyon,24439.0,https://open.spotify.com/track/2H3bOGOE50qEo5wAYoJiwL,,0.0028,https://api.spotify.com/v1/audio-analysis/2H3bOGOE50qEo5wAYoJiwL,0.422,266520.0,0.918,2H3bOGOE50qEo5wAYoJiwL,0.0,7.0,0.0409,-3.347,1.0,0.069,168.029,4.0,https://api.spotify.com/v1/tracks/2H3bOGOE50qEo5wAYoJiwL,audio_features,spotify:track:2H3bOGOE50qEo5wAYoJiwL,0.469
41,42.0,Remember Me,MAN WITH A MISSION,24119.0,https://open.spotify.com/track/2Voyeocqa1y0nOWGdNrqM6,,0.004,https://api.spotify.com/v1/audio-analysis/2Voyeocqa1y0nOWGdNrqM6,0.541,288900.0,0.848,2Voyeocqa1y0nOWGdNrqM6,0.0,0.0,0.0849,-4.301,1.0,0.0495,125.914,4.0,https://api.spotify.com/v1/tracks/2Voyeocqa1y0nOWGdNrqM6,audio_features,spotify:track:2Voyeocqa1y0nOWGdNrqM6,0.393
42,43.0,Kiss Dakede (feat. Aimyon),Masaki Suda,23705.0,https://open.spotify.com/track/3uvKKlXOY3jEcFiUXIClMR,,0.795,https://api.spotify.com/v1/audio-analysis/3uvKKlXOY3jEcFiUXIClMR,0.552,227480.0,0.391,3uvKKlXOY3jEcFiUXIClMR,0.000399,5.0,0.0922,-7.803,1.0,0.0277,72.07,4.0,https://api.spotify.com/v1/tracks/3uvKKlXOY3jEcFiUXIClMR,audio_features,spotify:track:3uvKKlXOY3jEcFiUXIClMR,0.221
43,44.0,FANCY,TWICE,23517.0,https://open.spotify.com/track/2FXd6kKCtBIc6UfN1gH1pA,,0.0122,https://api.spotify.com/v1/audio-analysis/2FXd6kKCtBIc6UfN1gH1pA,0.697,213886.0,0.874,2FXd6kKCtBIc6UfN1gH1pA,0.0,5.0,0.627,-2.15,0.0,0.045,132.022,4.0,https://api.spotify.com/v1/tracks/2FXd6kKCtBIc6UfN1gH1pA,audio_features,spotify:track:2FXd6kKCtBIc6UfN1gH1pA,0.775
44,45.0,Story,AI,22466.0,https://open.spotify.com/track/0V2axJ946WH1vt9t5SGMLV,,0.427,https://api.spotify.com/v1/audio-analysis/0V2axJ946WH1vt9t5SGMLV,0.586,288507.0,0.632,0V2axJ946WH1vt9t5SGMLV,0.0,0.0,0.109,-4.714,1.0,0.0268,125.94,4.0,https://api.spotify.com/v1/tracks/0V2axJ946WH1vt9t5SGMLV,audio_features,spotify:track:0V2axJ946WH1vt9t5SGMLV,0.391
45,46.0,"A Whole New World (End Title) - From ""Aladdin""",ZAYN,22301.0,https://open.spotify.com/track/1iWHabUgUuuKLBa0TzTHfk,,0.0575,https://api.spotify.com/v1/audio-analysis/1iWHabUgUuuKLBa0TzTHfk,0.302,242956.0,0.414,1iWHabUgUuuKLBa0TzTHfk,0.0,2.0,0.0861,-8.16,1.0,0.0319,110.508,4.0,https://api.spotify.com/v1/tracks/1iWHabUgUuuKLBa0TzTHfk,audio_features,spotify:track:1iWHabUgUuuKLBa0TzTHfk,0.105
46,47.0,115万キロのフィルム,Official HIGE DANdism,21974.0,https://open.spotify.com/track/278JqkBGkjDovOYAwE8TW7,,0.00345,https://api.spotify.com/v1/audio-analysis/278JqkBGkjDovOYAwE8TW7,0.514,324633.0,0.791,278JqkBGkjDovOYAwE8TW7,0.0,3.0,0.141,-1.927,1.0,0.0318,96.966,4.0,https://api.spotify.com/v1/tracks/278JqkBGkjDovOYAwE8TW7,audio_features,spotify:track:278JqkBGkjDovOYAwE8TW7,0.482
47,48.0,You Need To Calm Down,Taylor Swift,21961.0,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS,,0.0107,https://api.spotify.com/v1/audio-analysis/29fRTIKsJhLUJoldM89GZS,0.767,171387.0,0.681,29fRTIKsJhLUJoldM89GZS,0.0,2.0,0.0707,-5.794,1.0,0.0501,85.003,4.0,https://api.spotify.com/v1/tracks/29fRTIKsJhLUJoldM89GZS,audio_features,spotify:track:29fRTIKsJhLUJoldM89GZS,0.726
48,49.0,A Whole New World,Mena Massoud,21684.0,https://open.spotify.com/track/5viFjDGTnrApmUY5c8qkfw,,0.225,https://api.spotify.com/v1/audio-analysis/5viFjDGTnrApmUY5c8qkfw,0.395,175594.0,0.375,5viFjDGTnrApmUY5c8qkfw,0.0,0.0,0.145,-7.948,1.0,0.034,121.04,4.0,https://api.spotify.com/v1/tracks/5viFjDGTnrApmUY5c8qkfw,audio_features,spotify:track:5viFjDGTnrApmUY5c8qkfw,0.131
49,50.0,Call You Mine (with Bebe Rexha),The Chainsmokers,20955.0,https://open.spotify.com/track/05CwHjIk71RXVU40boRMnR,,0.225,https://api.spotify.com/v1/audio-analysis/05CwHjIk71RXVU40boRMnR,0.591,217653.0,0.702,05CwHjIk71RXVU40boRMnR,0.0,7.0,0.414,-5.59,1.0,0.0289,104.003,4.0,https://api.spotify.com/v1/tracks/05CwHjIk71RXVU40boRMnR,audio_features,spotify:track:05CwHjIk71RXVU40boRMnR,0.501
50,51.0,Never Really Over,Katy Perry,20691.0,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0,,0.194,https://api.spotify.com/v1/audio-analysis/5PYQUBXc7NYeI1obMKSJK0,0.77,223523.0,0.882,5PYQUBXc7NYeI1obMKSJK0,0.0,8.0,0.316,-4.792,1.0,0.0602,99.991,4.0,https://api.spotify.com/v1/tracks/5PYQUBXc7NYeI1obMKSJK0,audio_features,spotify:track:5PYQUBXc7NYeI1obMKSJK0,0.385
51,52.0,君に届け,flumpool,20148.0,https://open.spotify.com/track/0kA7SWxWPYqSyIbMl51X5b,,0.0162,https://api.spotify.com/v1/audio-analysis/0kA7SWxWPYqSyIbMl51X5b,0.449,322587.0,0.872,0kA7SWxWPYqSyIbMl51X5b,0.0,11.0,0.188,-4.744,1.0,0.0747,144.128,4.0,https://api.spotify.com/v1/tracks/0kA7SWxWPYqSyIbMl51X5b,audio_features,spotify:track:0kA7SWxWPYqSyIbMl51X5b,0.523
52,53.0,ヒロイン,back number,20062.0,https://open.spotify.com/track/3hBAYbAECEix9raaTq8S3H,,0.209,https://api.spotify.com/v1/audio-analysis/3hBAYbAECEix9raaTq8S3H,0.431,269787.0,0.598,3hBAYbAECEix9raaTq8S3H,0.0,7.0,0.218,-3.733,1.0,0.0296,76.18,4.0,https://api.spotify.com/v1/tracks/3hBAYbAECEix9raaTq8S3H,audio_features,spotify:track:3hBAYbAECEix9raaTq8S3H,0.356
53,54.0,Breakthrough,TWICE,19774.0,https://open.spotify.com/track/5COO2JgOmHIJ2jsXFwflz8,,0.0439,https://api.spotify.com/v1/audio-analysis/5COO2JgOmHIJ2jsXFwflz8,0.868,217651.0,0.728,5COO2JgOmHIJ2jsXFwflz8,0.0,6.0,0.0975,-3.338,0.0,0.11,112.006,4.0,https://api.spotify.com/v1/tracks/5COO2JgOmHIJ2jsXFwflz8,audio_features,spotify:track:5COO2JgOmHIJ2jsXFwflz8,0.616
